model,pipeline_variant,cross_encoder_model,query_id,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,expected_rank,top1_correct,hit@1,hit@10,hit@20,hit@30,hit@50,mrr@10,ndcg@10,map@10,recall@10,top10_materials,top10_scores
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,209,IfcTendonConduit Stahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.645624,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand auskragend | Gusseisen | Baugrubensicherung Spundwand verankert | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand gespriesst,0.645624 | 0.633563 | 0.619055 | 0.468674 | 0.379782 | 0.370992 | 0.367958 | 0.354713 | 0.350785 | 0.346390
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,210,IfcTendonConduit Kunststoff,Polyethylen PE | Polypropylen PP | Polycarbonat PC | Polyvinylchlorid PVC | Polyamid PA glasfaserverstärkt | Polyester UP glasfaserverstärkt,Polyethylen PE | Polypropylen PP | Polycarbonat PC | Polyvinylchlorid PVC | Polyamid PA glasfaserverstärkt | Polyester UP glasfaserverstärkt,6,Polyvinylchlorid PVC,0.741386,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.698058,0.500000,0.666667,Polyvinylchlorid PVC | Polypropylen PP | Polystyrol extrudiert XPS | Dichtungsbahn Polyolefin FPO | Polycarbonat PC | Polystyrol expandiert EPS | Polystyrol PS | Polyethylenfolie PE | Acrylnitril-Butadien-Styrol ABS | Polyamid PA glasfaserverstärkt,0.741386 | 0.737028 | 0.694829 | 0.687426 | 0.684299 | 0.665135 | 0.646275 | 0.632636 | 0.623089 | 0.622341
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,211,IfcTendonConduit Stahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.645624,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand auskragend | Gusseisen | Baugrubensicherung Spundwand verankert | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand gespriesst,0.645624 | 0.633563 | 0.619055 | 0.468674 | 0.379782 | 0.370992 | 0.367958 | 0.354713 | 0.350785 | 0.346390
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,212,IfcTendonConduit Stahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.645624,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand auskragend | Gusseisen | Baugrubensicherung Spundwand verankert | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand gespriesst,0.645624 | 0.633563 | 0.619055 | 0.468674 | 0.379782 | 0.370992 | 0.367958 | 0.354713 | 0.350785 | 0.346390
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,213,IfcTendonConduit Vergütungsstahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Armierungsstahl,0.659740,8,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.125000,0.283693,0.108333,0.666667,Armierungsstahl | Chromstahlblech verzinnt | Chromstahlblech blank | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Messing-/Baubronzeblech | Gussasphalt | Stahlblech verzinkt | Blei | Stahlprofil blank,0.659740 | 0.471708 | 0.459750 | 0.424664 | 0.419496 | 0.337066 | 0.326894 | 0.313367 | 0.304396 | 0.298735
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,214,IfcTrackElement Stahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.746052,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Gusseisen | Baugrubensicherung Rühlwand auskragend | Chromstahlblech blank | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.746052 | 0.716953 | 0.670929 | 0.463589 | 0.420644 | 0.375344 | 0.370781 | 0.359425 | 0.356490 | 0.337316
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,215,IfcTrackElement Aluminium,Aluminiumprofil blank,Aluminiumprofil blank,1,Aluminiumprofil blank,0.814536,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Aluminiumprofil blank | Aluminiumblech blank | Kupferblech blank | Stahlprofil blank | Polycarbonat PC | Acrylnitril-Butadien-Styrol ABS | Plexiglas PMMA Acrylglas | 2-Komponenten Klebstoff | Polyurethan PUR PIR | Polyamid PA glasfaserverstärkt,0.814536 | 0.791276 | 0.500871 | 0.412889 | 0.412457 | 0.393930 | 0.389211 | 0.382219 | 0.373754 | 0.372869
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,216,IfcTrackElement Stahlguss,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.616445,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Chromstahlblech blank | Chromnickelstahlblech blank | Kupferblech blank | Blei | Chromnickelstahlblech verzinnt | Chromstahlblech verzinnt,0.616445 | 0.593030 | 0.578305 | 0.504118 | 0.461064 | 0.441776 | 0.438806 | 0.424331 | 0.403631 | 0.402498
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,217,IfcTrackElement Stahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.746052,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Gusseisen | Baugrubensicherung Rühlwand auskragend | Chromstahlblech blank | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.746052 | 0.716953 | 0.670929 | 0.463589 | 0.420644 | 0.375344 | 0.370781 | 0.359425 | 0.356490 | 0.337316
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,218,IfcTrackElement Aluminium,Aluminiumprofil blank,Aluminiumprofil blank,1,Aluminiumprofil blank,0.814536,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Aluminiumprofil blank | Aluminiumblech blank | Kupferblech blank | Stahlprofil blank | Polycarbonat PC | Acrylnitril-Butadien-Styrol ABS | Plexiglas PMMA Acrylglas | 2-Komponenten Klebstoff | Polyurethan PUR PIR | Polyamid PA glasfaserverstärkt,0.814536 | 0.791276 | 0.500871 | 0.412889 | 0.412457 | 0.393930 | 0.389211 | 0.382219 | 0.373754 | 0.372869
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,219,IfcTrackElement Stahlguss,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.616445,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Chromstahlblech blank | Chromnickelstahlblech blank | Kupferblech blank | Blei | Chromnickelstahlblech verzinnt | Chromstahlblech verzinnt,0.616445 | 0.593030 | 0.578305 | 0.504118 | 0.461064 | 0.441776 | 0.438806 | 0.424331 | 0.403631 | 0.402498
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,220,IfcTrackElement Stahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.746052,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Gusseisen | Baugrubensicherung Rühlwand auskragend | Chromstahlblech blank | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.746052 | 0.716953 | 0.670929 | 0.463589 | 0.420644 | 0.375344 | 0.370781 | 0.359425 | 0.356490 | 0.337316
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,221,IfcTrackElement Manganhartstahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Armierungsstahl,0.666459,9,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.111111,0.141267,0.037037,0.333333,Armierungsstahl | Chromstahlblech blank | Chromstahlblech verzinnt | Chromnickelstahlblech blank | Chromnickelstahlblech verzinnt | Gussasphalt | Blei | Baukleber Einbettmörtel mineralisch | Stahlprofil blank | Heissbitumen,0.666459 | 0.556541 | 0.526832 | 0.524630 | 0.497627 | 0.409390 | 0.375866 | 0.351033 | 0.348930 | 0.348503
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,222,IfcTrackElement Vergütungsstahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Armierungsstahl,0.663936,8,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.125000,0.289308,0.115741,0.666667,Armierungsstahl | Chromstahlblech blank | Chromstahlblech verzinnt | Chromnickelstahlblech blank | Chromnickelstahlblech verzinnt | Blei | Gussasphalt | Stahlprofil blank | Stahlblech verzinkt | Gusseisen,0.663936 | 0.521712 | 0.493211 | 0.475421 | 0.455740 | 0.367200 | 0.357947 | 0.348632 | 0.337613 | 0.333152
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,223,IfcTrackElement Stahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.746052,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Gusseisen | Baugrubensicherung Rühlwand auskragend | Chromstahlblech blank | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.746052 | 0.716953 | 0.670929 | 0.463589 | 0.420644 | 0.375344 | 0.370781 | 0.359425 | 0.356490 | 0.337316
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,224,IfcTrackElement Vergütungsstahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Armierungsstahl,0.663936,8,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.125000,0.289308,0.115741,0.666667,Armierungsstahl | Chromstahlblech blank | Chromstahlblech verzinnt | Chromnickelstahlblech blank | Chromnickelstahlblech verzinnt | Blei | Gussasphalt | Stahlprofil blank | Stahlblech verzinkt | Gusseisen,0.663936 | 0.521712 | 0.493211 | 0.475421 | 0.455740 | 0.367200 | 0.357947 | 0.348632 | 0.337613 | 0.333152
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,225,IfcTrackElement Manganhartstahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Armierungsstahl,0.666459,9,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.111111,0.141267,0.037037,0.333333,Armierungsstahl | Chromstahlblech blank | Chromstahlblech verzinnt | Chromnickelstahlblech blank | Chromnickelstahlblech verzinnt | Gussasphalt | Blei | Baukleber Einbettmörtel mineralisch | Stahlprofil blank | Heissbitumen,0.666459 | 0.556541 | 0.526832 | 0.524630 | 0.497627 | 0.409390 | 0.375866 | 0.351033 | 0.348930 | 0.348503
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,226,IfcTrackElement Beton C50/60,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,3,Tiefbaubeton,0.684119,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.758587,0.527778,1.000000,Tiefbaubeton | Glasfaserbeton | Hartbeton zweischichtig | Hartbeton einschichtig | Magerbeton | 2K-Fliessbelag Epoxidharz | Bohrpfahlbeton | Betonfertigteil normalfest | Betonfertigteil hochfest | 2-Komponenten Klebstoff,0.684119 | 0.597857 | 0.586383 | 0.578481 | 0.529327 | 0.472344 | 0.466067 | 0.393863 | 0.385539 | 0.376236
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,227,IfcTrackElement Stahlbeton C50/60,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,3,Tiefbaubeton,0.687657,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.746198,0.507407,1.000000,Tiefbaubeton | Glasfaserbeton | Hartbeton einschichtig | Hartbeton zweischichtig | Magerbeton | Bohrpfahlbeton | 2K-Fliessbelag Epoxidharz | 2-Komponenten Klebstoff | Betonfertigteil hochfest | Betonfertigteil normalfest,0.687657 | 0.631552 | 0.607712 | 0.607438 | 0.554601 | 0.471288 | 0.439002 | 0.395184 | 0.349004 | 0.332779
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,228,IfcTrackElement Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettsperrholz,0.743947,5,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.465335,0.288209,0.714286,Brettsperrholz | Furniersperrholz | Brettschichtholz | Balkenschichtholz | Konstruktionsvollholz | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Buche Eiche luftgetrocknet rau | 3- und 5-Schicht Massivholzplatte,0.743947 | 0.721069 | 0.682012 | 0.680293 | 0.640552 | 0.604145 | 0.588050 | 0.582983 | 0.565119 | 0.561014
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,229,IfcTrackElement Kunststoff,Polyethylen PE | Polypropylen PP | Polycarbonat PC | Polyvinylchlorid PVC | Polyamid PA glasfaserverstärkt | Polyester UP glasfaserverstärkt,Polyethylen PE | Polypropylen PP | Polycarbonat PC | Polyvinylchlorid PVC | Polyamid PA glasfaserverstärkt | Polyester UP glasfaserverstärkt,6,Polypropylen PP,0.788237,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.644824,0.500000,0.500000,Polypropylen PP | Polyvinylchlorid PVC | Polycarbonat PC | Polystyrol extrudiert XPS | Dichtungsbahn Polyolefin FPO | Polystyrol expandiert EPS | Polystyrol PS | Polyurethan PUR PIR | Polyethylenfolie PE | Polyethylenvlies PE,0.788237 | 0.764194 | 0.759222 | 0.744125 | 0.725021 | 0.722073 | 0.715154 | 0.710054 | 0.696382 | 0.685856
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,230,IfcTrackElement Stahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.746052,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Gusseisen | Baugrubensicherung Rühlwand auskragend | Chromstahlblech blank | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.746052 | 0.716953 | 0.670929 | 0.463589 | 0.420644 | 0.375344 | 0.370781 | 0.359425 | 0.356490 | 0.337316
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,231,IfcTrackElement Aluminium,Aluminiumprofil blank,Aluminiumprofil blank,1,Aluminiumprofil blank,0.814536,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Aluminiumprofil blank | Aluminiumblech blank | Kupferblech blank | Stahlprofil blank | Polycarbonat PC | Acrylnitril-Butadien-Styrol ABS | Plexiglas PMMA Acrylglas | 2-Komponenten Klebstoff | Polyurethan PUR PIR | Polyamid PA glasfaserverstärkt,0.814536 | 0.791276 | 0.500871 | 0.412889 | 0.412457 | 0.393930 | 0.389211 | 0.382219 | 0.373754 | 0.372869
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,232,IfcTrackElement Stahlguss,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.616445,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Gusseisen | Chromstahlblech blank | Chromnickelstahlblech blank | Kupferblech blank | Blei | Chromnickelstahlblech verzinnt | Chromstahlblech verzinnt,0.616445 | 0.593030 | 0.578305 | 0.504118 | 0.461064 | 0.441776 | 0.438806 | 0.424331 | 0.403631 | 0.402498
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,233,IfcTrackElement Stahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.746052,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Gusseisen | Baugrubensicherung Rühlwand auskragend | Chromstahlblech blank | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.746052 | 0.716953 | 0.670929 | 0.463589 | 0.420644 | 0.375344 | 0.370781 | 0.359425 | 0.356490 | 0.337316
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,234,IfcTrackElement Aluminium,Aluminiumprofil blank,Aluminiumprofil blank,1,Aluminiumprofil blank,0.814536,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Aluminiumprofil blank | Aluminiumblech blank | Kupferblech blank | Stahlprofil blank | Polycarbonat PC | Acrylnitril-Butadien-Styrol ABS | Plexiglas PMMA Acrylglas | 2-Komponenten Klebstoff | Polyurethan PUR PIR | Polyamid PA glasfaserverstärkt,0.814536 | 0.791276 | 0.500871 | 0.412889 | 0.412457 | 0.393930 | 0.389211 | 0.382219 | 0.373754 | 0.372869
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,235,IfcTrackElement Beton C50/60,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,3,Tiefbaubeton,0.684119,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.758587,0.527778,1.000000,Tiefbaubeton | Glasfaserbeton | Hartbeton zweischichtig | Hartbeton einschichtig | Magerbeton | 2K-Fliessbelag Epoxidharz | Bohrpfahlbeton | Betonfertigteil normalfest | Betonfertigteil hochfest | 2-Komponenten Klebstoff,0.684119 | 0.597857 | 0.586383 | 0.578481 | 0.529327 | 0.472344 | 0.466067 | 0.393863 | 0.385539 | 0.376236
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,236,IfcTrackElement Stahl,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank,3,Stahlblech blank,0.746052,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlprofil blank | Stahlblech verzinkt | Armierungsstahl | Gusseisen | Baugrubensicherung Rühlwand auskragend | Chromstahlblech blank | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand verankert,0.746052 | 0.716953 | 0.670929 | 0.463589 | 0.420644 | 0.375344 | 0.370781 | 0.359425 | 0.356490 | 0.337316
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,237,IfcTrackElement Beton C50/60,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,3,Tiefbaubeton,0.684119,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.758587,0.527778,1.000000,Tiefbaubeton | Glasfaserbeton | Hartbeton zweischichtig | Hartbeton einschichtig | Magerbeton | 2K-Fliessbelag Epoxidharz | Bohrpfahlbeton | Betonfertigteil normalfest | Betonfertigteil hochfest | 2-Komponenten Klebstoff,0.684119 | 0.597857 | 0.586383 | 0.578481 | 0.529327 | 0.472344 | 0.466067 | 0.393863 | 0.385539 | 0.376236
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,238,IfcTrackElement Gummipuffer,Dichtungsbahn Gummi EPDM,Dichtungsbahn Gummi EPDM,1,Dichtungsbahn Gummi EPDM,0.622240,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Dichtungsbahn Gummi EPDM | Dichtungsbahn bituminös | Kautschukdichtungsmasse | Silicon-Fugenmasse | Gusseisen | Gussasphalt | Polysulfiddichtungsmasse | Polyester UP glasfaserverstärkt | Dichtungsbahn Polyolefin FPO | 2-Komponenten Klebstoff,0.622240 | 0.459249 | 0.444872 | 0.442335 | 0.442093 | 0.439471 | 0.430548 | 0.430114 | 0.427219 | 0.415208
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,239,IfcWall Beton C30/37,Tiefbaubeton | Betonfertigteil hochfest | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil hochfest | Betonfertigteil normalfest,3,Tiefbaubeton,0.626606,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.469279,0.333333,0.333333,Tiefbaubeton | Glasfaserbeton | Hartbeton zweischichtig | Hartbeton einschichtig | Magerbeton | 2K-Fliessbelag Epoxidharz | Bohrpfahlbeton | Betonziegel | Faserzementplatte | Baukleber Einbettmörtel mineralisch,0.626606 | 0.569957 | 0.541524 | 0.536469 | 0.473863 | 0.428264 | 0.416700 | 0.411824 | 0.343860 | 0.316263
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,240,IfcWall Stahlbeton C30/37,Tiefbaubeton | Betonfertigteil hochfest | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil hochfest | Betonfertigteil normalfest,3,Tiefbaubeton,0.637415,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.469279,0.333333,0.333333,Tiefbaubeton | Glasfaserbeton | Hartbeton einschichtig | Hartbeton zweischichtig | Magerbeton | Bohrpfahlbeton | 2K-Fliessbelag Epoxidharz | Betonziegel | Faserzementplatte | Baugrubensicherung Schlitzwand 800,0.637415 | 0.609291 | 0.570101 | 0.567720 | 0.506241 | 0.428743 | 0.414619 | 0.384556 | 0.346365 | 0.327385
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,241,IfcWall Beton C30/37,Tiefbaubeton | Betonfertigteil hochfest | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil hochfest | Betonfertigteil normalfest,3,Tiefbaubeton,0.626606,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.469279,0.333333,0.333333,Tiefbaubeton | Glasfaserbeton | Hartbeton zweischichtig | Hartbeton einschichtig | Magerbeton | 2K-Fliessbelag Epoxidharz | Bohrpfahlbeton | Betonziegel | Faserzementplatte | Baukleber Einbettmörtel mineralisch,0.626606 | 0.569957 | 0.541524 | 0.536469 | 0.473863 | 0.428264 | 0.416700 | 0.411824 | 0.343860 | 0.316263
Training/artifacts/models/bge-m3-finetuned-generated_queries_without_exposure/epochs/epoch-02,baseline,-,242,IfcWall Stahlbeton C30/37,Tiefbaubeton | Betonfertigteil hochfest | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil hochfest | Betonfertigteil normalfest,3,Tiefbaubeton,0.637415,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.469279,0.333333,0.333333,Tiefbaubeton | Glasfaserbeton | Hartbeton einschichtig | Hartbeton zweischichtig | Magerbeton | Bohrpfahlbeton | 2K-Fliessbelag Epoxidharz | Betonziegel | Faserzementplatte | Baugrubensicherung Schlitzwand 800,0.637415 | 0.609291 | 0.570101 | 0.567720 | 0.506241 | 0.428743 | 0.414619 | 0.384556 | 0.346365 | 0.327385
