model,query,expected_material_input,expected_material_resolved,predicted_top1,predicted_top1_score,expected_rank,expected_score,top1_correct,top5_correct,topk_materials,topk_scores
google/embeddinggemma-300m,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,Baugrubensicherung Schlitzwand 800,0.480430,28,0.376121,False,False,Baugrubensicherung Schlitzwand 800 | Bohrpfahlbeton | Baugrubensicherung Schlitzwand 400 | Gusseisen | Tiefbaubeton,0.480430 | 0.463321 | 0.439834 | 0.432892 | 0.426313
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.389765,90,-0.029310,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Messing-/Baubronzeblech | Baugrubensicherung Schlitzwand 400,0.389765 | 0.359502 | 0.355720 | 0.354194 | 0.339120
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.389765,90,-0.029310,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Messing-/Baubronzeblech | Baugrubensicherung Schlitzwand 400,0.389765 | 0.359502 | 0.355720 | 0.354194 | 0.339120
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcBeam GIRDER_SEGMENT Randbord Beton NPK G Test-Kommentar Ortbeton,Tiefbaubeton,Tiefbaubeton,Dichtungsbahn Polyolefin FPO,0.424758,31,0.286916,False,False,Dichtungsbahn Polyolefin FPO | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Messing-/Baubronzeblech,0.424758 | 0.423579 | 0.410721 | 0.396465 | 0.369399
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar SHEAR Bügel B500B,Armierungsstahl,Armierungsstahl,Messing-/Baubronzeblech,0.483169,91,0.011108,False,False,Messing-/Baubronzeblech | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200,0.483169 | 0.422127 | 0.415082 | 0.402369 | 0.389894
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar MAIN 1. Lage B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.417611,91,-0.008873,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Messing-/Baubronzeblech | Baugrubensicherung Schlitzwand 400,0.417611 | 0.414572 | 0.410071 | 0.391296 | 0.373432
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar unterer Stab B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.459889,89,0.062274,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonbohrpfahl 700 | Messing-/Baubronzeblech,0.459889 | 0.430243 | 0.427550 | 0.425280 | 0.404057
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcBeam EDGEBEAM Randbord Beton NPK G Randträger bewehrt Ortbeton,Tiefbaubeton,Tiefbaubeton,Massivholz Buche Eiche kammergetrocknet gehobelt,0.619547,30,0.373062,False,False,Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Tiefgründung Ortbetonbohrpfahl 1200 | Massivholz Fichte Tanne Lärche luftgetrocknet rau,0.619547 | 0.603076 | 0.602888 | 0.599434 | 0.555576
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.683203,3,0.611625,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet rau,0.683203 | 0.642658 | 0.611625 | 0.587704 | 0.579245
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.683203,3,0.611625,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet rau,0.683203 | 0.642658 | 0.611625 | 0.587704 | 0.579245
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.683203,3,0.611625,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet rau,0.683203 | 0.642658 | 0.611625 | 0.587704 | 0.579245
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.683203,3,0.611625,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet rau,0.683203 | 0.642658 | 0.611625 | 0.587704 | 0.579245
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.683203,3,0.611625,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet rau,0.683203 | 0.642658 | 0.611625 | 0.587704 | 0.579245
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.683203,3,0.611625,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet rau,0.683203 | 0.642658 | 0.611625 | 0.587704 | 0.579245
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.683203,3,0.611625,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet rau,0.683203 | 0.642658 | 0.611625 | 0.587704 | 0.579245
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.683203,3,0.611625,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet rau,0.683203 | 0.642658 | 0.611625 | 0.587704 | 0.579245
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile BORED Betonpfahl Beton NPK F Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.679335,3,0.623623,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Dichtungsbahn Polyolefin FPO | Massivholz Buche Eiche luftgetrocknet rau,0.679335 | 0.628091 | 0.623623 | 0.598677 | 0.580421
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 1200,0.683203,3,0.611625,False,True,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Buche Eiche kammergetrocknet rau,0.683203 | 0.642658 | 0.611625 | 0.587704 | 0.579245
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,Messing-/Baubronzeblech,0.491758,91,0.041651,False,False,Messing-/Baubronzeblech | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Schlitzwand 400,0.491758 | 0.429699 | 0.416821 | 0.408688 | 0.403530
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.389765,90,-0.029310,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Messing-/Baubronzeblech | Baugrubensicherung Schlitzwand 400,0.389765 | 0.359502 | 0.355720 | 0.354194 | 0.339120
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcPile BORED Bohrpfahl Beton D600 600 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,0.655489,1,0.655489,True,True,Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Bohrpfahlbeton | Baugrubensicherung Schlitzwand 400,0.655489 | 0.643729 | 0.635085 | 0.633354 | 0.575521
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcFooting STRIP_FOOTING Fundament Magerbeton 100*1200 Ortbeton,Magerbeton,Magerbeton,Tiefgründung Ortbetonbohrpfahl 900,0.622428,48,0.292206,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Dichtungsbahn Polyolefin FPO | Baugrubensicherung Schlitzwand 400,0.622428 | 0.612403 | 0.608518 | 0.527561 | 0.524044
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcBeam PIERCAP Pfahlkopf Beton NPK G Pfahlkopf-Fundament Ortbeton,Tiefbaubeton,Tiefbaubeton,Dichtungsbahn Polyolefin FPO,0.648197,37,0.392094,False,False,Dichtungsbahn Polyolefin FPO | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Massivholz Buche Eiche kammergetrocknet gehobelt,0.648197 | 0.593849 | 0.559539 | 0.541034 | 0.497694
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcFooting STRIP_FOOTING Fundament Beton NPK G Ausführung Pilgerschritt Ortbeton,Tiefbaubeton,Tiefbaubeton,Dichtungsbahn Polyolefin FPO,0.573407,18,0.421434,False,False,Dichtungsbahn Polyolefin FPO | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 1200,0.573407 | 0.537752 | 0.528980 | 0.525834 | 0.523625
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcCovering Abdichtung Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,Dichtungsbahn bituminös,0.525245,12,0.449649,False,False,Dichtungsbahn bituminös | Tiefgründung Ortbetonbohrpfahl 1200 | Dichtungsbahn Polyolefin FPO | Bohrpfahlbeton | Konstruktionsvollholz,0.525245 | 0.506690 | 0.487384 | 0.470029 | 0.464697
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcSlab FLOOR Fahrbahnplatte Beton NPK D Brückenplatte Ortbeton,Tiefbaubeton,Tiefbaubeton,Tiefgründung Ortbetonbohrpfahl 1200,0.615746,12,0.506072,False,False,Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Bohrpfahlbeton | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.615746 | 0.609232 | 0.592015 | 0.575150 | 0.557735
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar MAIN 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.465094,89,0.053673,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Messing-/Baubronzeblech,0.465094 | 0.458312 | 0.452625 | 0.410831 | 0.393343
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcWall RETAININGWALL Rühlwand Fertigteil,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,0.591248,1,0.591248,True,True,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Nagelwand | Baugrubensicherung Rühlwand verankert | Holzwolle-Leichtbauplatte zementgebunden | Baugrubensicherung Rühlwand gespriesst,0.591248 | 0.579451 | 0.568633 | 0.551647 | 0.550213
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcWall RETAININGWALL Widerlagerwand Nord Beton NPK G über Pfahlkopfriegel Ortbeton,Tiefbaubeton,Tiefbaubeton,Betonfertigteil hochfest,0.617124,7,0.573744,False,False,Betonfertigteil hochfest | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Holzwolle-Leichtbauplatte zementgebunden | Baugrubensicherung Bohrpfahlwand verankert,0.617124 | 0.609631 | 0.589804 | 0.578836 | 0.578566
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcWall RETAININGWALL Widerlagerwand Süd Beton NPK G Süd Ortbeton,Tiefbaubeton,Tiefbaubeton,Tiefgründung Ortbetonbohrpfahl 1200,0.555146,6,0.528081,False,False,Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Nagelwand | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,0.555146 | 0.540348 | 0.540056 | 0.534932 | 0.533080
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcWall RETAININGWALL Bohrpfahlwand Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand verankert,0.687021,4,0.660630,False,True,Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand unverankert | Bohrpfahlbeton | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Rühlwand auskragend,0.687021 | 0.671931 | 0.668253 | 0.660630 | 0.571398
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar Wendel unten B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.438509,89,0.072320,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Messing-/Baubronzeblech | Baugrubensicherung Schlitzwand 400,0.438509 | 0.431537 | 0.428601 | 0.422129 | 0.399445
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar Wendel mitte B500B,Armierungsstahl,Armierungsstahl,Messing-/Baubronzeblech,0.410868,89,0.041111,False,False,Messing-/Baubronzeblech | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Chromnickelstahlblech blank | Tiefgründung Ortbetonbohrpfahl 1200,0.410868 | 0.409603 | 0.401009 | 0.400234 | 0.388064
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar Wendel oben B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.470011,89,0.092422,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Messing-/Baubronzeblech | Baugrubensicherung Schlitzwand 400,0.470011 | 0.461197 | 0.457530 | 0.448043 | 0.433465
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar Längsarmierung B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.479368,90,0.054397,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Messing-/Baubronzeblech | Baugrubensicherung Schlitzwand 400,0.479368 | 0.469125 | 0.458670 | 0.439852 | 0.427341
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar Wendelbewehrung B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.495166,89,0.121590,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Messing-/Baubronzeblech | Tiefgründung Ortbetonbohrpfahl 700 | Chromnickelstahlblech verzinnt,0.495166 | 0.491462 | 0.488056 | 0.482956 | 0.468986
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcWall RETAININGWALL Bohrpfahlwand Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand verankert,0.687021,4,0.660630,False,True,Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand unverankert | Bohrpfahlbeton | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Rühlwand auskragend,0.687021 | 0.671931 | 0.668253 | 0.660630 | 0.571398
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar MAIN 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.465094,89,0.053673,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Messing-/Baubronzeblech,0.465094 | 0.458312 | 0.452625 | 0.410831 | 0.393343
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,Tiefgründung Ortbetonbohrpfahl 900,0.484375,89,0.061918,False,False,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.484375 | 0.468755 | 0.467750 | 0.432548 | 0.392492
