model,query_id,split,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,p_correct,auto_accept,expected_rank,top1_correct,hit@1,hit@5,hit@10,mrr@10,ndcg@10,map@10,recall@10,s1,s2,gap12,gap1_5,mean90,std90,z1,z_gap,entropy_top10,top10_materials,top10_scores
google-bert/bert-base-german-cased,1,test,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.848322,0.848322,False,73,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.848322,0.847658,0.000664,0.019144,0.777878,0.044674,1.576844,0.014863,2.302537,Dichtungsbahn Polyolefin FPO | Silicon-Fugenmasse | Dichtungsbahn Gummi EPDM | 2-Komponenten Klebstoff | Baukleber Einbettmörtel mineralisch | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Messing-/Baubronzeblech | 2K-Fliessbelag Epoxidharz,0.848322 | 0.847658 | 0.845261 | 0.837341 | 0.829178 | 0.827098 | 0.825879 | 0.825501 | 0.823697 | 0.823274
google-bert/bert-base-german-cased,2,test,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.849449,0.849449,False,63,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.849449,0.835279,0.014170,0.027537,0.768328,0.044420,1.826216,0.319000,2.302535,Dichtungsbahn Polyolefin FPO | Dichtungsbahn Gummi EPDM | Silicon-Fugenmasse | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Tiefgründung Ortbetonverdrängungspfahl 560/480 | 2-Komponenten Klebstoff | 2K-Fliessbelag Epoxidharz | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Baugrubensicherung Schlitzwand 400,0.849449 | 0.835279 | 0.829929 | 0.829615 | 0.821912 | 0.821616 | 0.819875 | 0.817357 | 0.816579 | 0.816486
google-bert/bert-base-german-cased,3,test,IfcReinforcingBar SHEAR Bügel B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.840344,0.840344,False,82,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.840344,0.833549,0.006794,0.022053,0.762048,0.048100,1.627751,0.141252,2.302544,Dichtungsbahn Polyolefin FPO | Dichtungsbahn Gummi EPDM | Silicon-Fugenmasse | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Polyurethan PUR PIR | Tiefgründung Ortbetonverdrängungspfahl 560/480 | 2K-Fliessbelag Epoxidharz | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | 2-Komponenten Klebstoff | Polyethylenvlies PE,0.840344 | 0.833549 | 0.825426 | 0.824852 | 0.818290 | 0.818159 | 0.814450 | 0.814235 | 0.813009 | 0.811833
google-bert/bert-base-german-cased,4,test,IfcReinforcingBar MAIN 1. Lage B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.839394,0.839394,False,82,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.839394,0.830690,0.008705,0.018467,0.759503,0.049551,1.612307,0.175670,2.302557,Dichtungsbahn Polyolefin FPO | Dichtungsbahn Gummi EPDM | Tiefgründung Ortbetonverdrängungspfahl 660/580 | 2K-Fliessbelag Epoxidharz | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800 | Silicon-Fugenmasse | Tiefgründung Ortbetonverdrängungspfahl 560/480 | 2-Komponenten Klebstoff | Baugrubensicherung Rühlwand verankert,0.839394 | 0.830690 | 0.825786 | 0.821054 | 0.820927 | 0.818973 | 0.817891 | 0.817524 | 0.814957 | 0.813337
google-bert/bert-base-german-cased,5,test,IfcReinforcingBar unterer Stab B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.832949,0.832949,False,67,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.832949,0.828333,0.004616,0.014951,0.764635,0.045447,1.503155,0.101569,2.302564,Dichtungsbahn Polyolefin FPO | Silicon-Fugenmasse | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Dichtungsbahn Gummi EPDM | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | 2-Komponenten Klebstoff | Baugrubensicherung Rühlwand verankert | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Baugrubensicherung Rühlwand gespriesst,0.832949 | 0.828333 | 0.825265 | 0.822880 | 0.817998 | 0.816623 | 0.815268 | 0.814647 | 0.813883 | 0.813530
google-bert/bert-base-german-cased,6,test,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,1,2K-Fliessbelag Epoxidharz,0.841955,0.841955,False,77,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.841955,0.836650,0.005305,0.010548,0.770537,0.050134,1.424546,0.105814,2.302577,2K-Fliessbelag Epoxidharz | Dichtungsbahn Polyolefin FPO | Silicon-Fugenmasse | 2-Komponenten Klebstoff | Baugrubensicherung Schlitzwand 400 | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Massivholz Buche Eiche luftgetrocknet rau,0.841955 | 0.836650 | 0.834224 | 0.832370 | 0.831407 | 0.830578 | 0.829608 | 0.829258 | 0.828516 | 0.828171
google-bert/bert-base-german-cased,7,test,IfcReinforcingBar MAIN 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.842939,0.842939,False,82,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.842939,0.835240,0.007699,0.014883,0.766094,0.051169,1.501814,0.150464,2.302568,Dichtungsbahn Polyolefin FPO | 2K-Fliessbelag Epoxidharz | Dichtungsbahn Gummi EPDM | Silicon-Fugenmasse | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Rühlwand verankert | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Rühlwand gespriesst | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.842939 | 0.835240 | 0.834433 | 0.828632 | 0.828056 | 0.826586 | 0.825508 | 0.825441 | 0.824745 | 0.823301
google-bert/bert-base-german-cased,8,test,IfcReinforcingBar Wendel unten B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.836661,0.836661,False,77,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.836661,0.831658,0.005003,0.013969,0.763775,0.047514,1.533993,0.105294,2.302560,Dichtungsbahn Polyolefin FPO | Silicon-Fugenmasse | Dichtungsbahn Gummi EPDM | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Rühlwand verankert | 2K-Fliessbelag Epoxidharz,0.836661 | 0.831658 | 0.830611 | 0.823392 | 0.822692 | 0.820844 | 0.820439 | 0.818426 | 0.815006 | 0.813694
google-bert/bert-base-german-cased,9,test,IfcReinforcingBar Wendel mitte B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.829276,0.829276,False,75,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.829276,0.828811,0.000465,0.010074,0.759307,0.049733,1.406900,0.009346,2.302573,Dichtungsbahn Polyolefin FPO | Dichtungsbahn Gummi EPDM | Silicon-Fugenmasse | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Rüttelstopfsäule | Massivholz Buche Eiche kammergetrocknet rau | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800,0.829276 | 0.828811 | 0.827654 | 0.823871 | 0.819201 | 0.819072 | 0.818766 | 0.818299 | 0.817302 | 0.815468
google-bert/bert-base-german-cased,10,test,IfcReinforcingBar Wendel oben B500B,Armierungsstahl,Armierungsstahl,1,Silicon-Fugenmasse,0.835092,0.835092,False,77,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.835092,0.833444,0.001648,0.010487,0.766278,0.047043,1.462783,0.035030,2.302569,Silicon-Fugenmasse | Dichtungsbahn Polyolefin FPO | Dichtungsbahn Gummi EPDM | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Rühlwand auskragend,0.835092 | 0.833444 | 0.827142 | 0.825674 | 0.824605 | 0.824090 | 0.822204 | 0.820002 | 0.817686 | 0.816851
google-bert/bert-base-german-cased,11,test,IfcReinforcingBar Wendelbewehrung B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.856890,0.856890,False,73,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.856890,0.852366,0.004524,0.008846,0.784649,0.048106,1.501701,0.094039,2.302574,Dichtungsbahn Polyolefin FPO | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Dichtungsbahn Gummi EPDM | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Bohrpfahlwand verankert,0.856890 | 0.852366 | 0.849767 | 0.848375 | 0.848044 | 0.847228 | 0.846141 | 0.843778 | 0.842129 | 0.839498
google-bert/bert-base-german-cased,12,test,IfcReinforcingBar Längsarmierung B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.849116,0.849116,False,63,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.849116,0.840965,0.008151,0.015086,0.774695,0.044606,1.668407,0.182739,2.302562,Dichtungsbahn Polyolefin FPO | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Dichtungsbahn Gummi EPDM | Silicon-Fugenmasse | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Polyethylenvlies PE | Polystyrol extrudiert XPS | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.849116 | 0.840965 | 0.836721 | 0.836254 | 0.834030 | 0.830583 | 0.829217 | 0.828570 | 0.827921 | 0.826040
google-bert/bert-base-german-cased,13,test,IfcBeam GIRDER_SEGMENT Randbord Beton NPK G Test-Kommentar Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Dichtungsbahn Gummi EPDM,0.843331,0.843331,False,85,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.843331,0.837449,0.005882,0.013251,0.766476,0.046823,1.641394,0.125620,2.302558,Dichtungsbahn Gummi EPDM | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Polyurethan PUR PIR | Tiefgründung Ortbetonverdrängungspfahl 560/480 | 2K-Fliessbelag Epoxidharz | Dichtungsbahn Polyolefin FPO | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900,0.843331 | 0.837449 | 0.832782 | 0.832279 | 0.830081 | 0.827760 | 0.825379 | 0.823354 | 0.819219 | 0.818883
google-bert/bert-base-german-cased,14,test,IfcBeam EDGEBEAM Randbord Beton NPK G Randträger bewehrt Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.891749,0.891749,False,81,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.891749,0.890957,0.000792,0.024987,0.809414,0.047567,1.730937,0.016657,2.302515,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Tiefgründung Vorgefertigter Betonpfahl | 2K-Fliessbelag Epoxidharz | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Dichtungsbahn Polyolefin FPO,0.891749 | 0.890957 | 0.870862 | 0.867341 | 0.866762 | 0.862180 | 0.861403 | 0.859961 | 0.859414 | 0.859100
google-bert/bert-base-german-cased,15,test,IfcBeam PIERCAP Pfahlkopf Beton NPK G Pfahlkopf-Fundament Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 560/480,0.868185,0.868185,False,62,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.868185,0.868008,0.000177,0.018567,0.775623,0.052515,1.762592,0.003371,2.302527,Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | 2K-Fliessbelag Epoxidharz | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand gespriesst | Polyurethan PUR PIR,0.868185 | 0.868008 | 0.851551 | 0.850406 | 0.849618 | 0.849510 | 0.839473 | 0.839324 | 0.838393 | 0.838323
google-bert/bert-base-german-cased,16,test,IfcFooting STRIP_FOOTING Fundament Beton NPK G Ausführung Pilgerschritt Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Polyurethan PUR PIR,0.852463,0.852463,False,74,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.852463,0.832676,0.019787,0.027203,0.757821,0.049363,1.917246,0.400843,2.302537,Polyurethan PUR PIR | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Dichtungsbahn Gummi EPDM | 2K-Fliessbelag Epoxidharz | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Dichtungsbahn Polyolefin FPO | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Polyethylenvlies PE | Tiefgründung Ortbetonbohrpfahl 1200,0.852463 | 0.832676 | 0.828416 | 0.825988 | 0.825260 | 0.825143 | 0.822470 | 0.821560 | 0.819459 | 0.814766
google-bert/bert-base-german-cased,17,test,IfcSlab FLOOR Fahrbahnplatte Beton NPK D Brückenplatte Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.855048,0.855048,False,67,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.855048,0.849240,0.005808,0.021251,0.771965,0.049579,1.675769,0.117147,2.302552,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Polyurethan PUR PIR | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Dichtungsbahn Gummi EPDM | 2K-Fliessbelag Epoxidharz,0.855048 | 0.849240 | 0.841031 | 0.838209 | 0.833797 | 0.833460 | 0.833138 | 0.832445 | 0.831475 | 0.827721
google-bert/bert-base-german-cased,18,test,IfcWall RETAININGWALL Widerlagerwand Nord Beton NPK G über Pfahlkopfriegel Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.881101,0.881101,False,73,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.881101,0.878785,0.002317,0.033516,0.773901,0.057689,1.858250,0.040156,2.302484,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Rühlwand verankert,0.881101 | 0.878785 | 0.851111 | 0.847828 | 0.847585 | 0.844995 | 0.844630 | 0.843418 | 0.842234 | 0.841064
google-bert/bert-base-german-cased,19,test,IfcWall RETAININGWALL Widerlagerwand Süd Beton NPK G Süd Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.854230,0.854230,False,70,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.854230,0.851807,0.002423,0.034001,0.752038,0.053353,1.915421,0.045421,2.302489,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Polyurethan PUR PIR | Dichtungsbahn Gummi EPDM | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Dichtungsbahn Polyolefin FPO | Tiefgründung Vorgefertigter Betonpfahl | 2K-Fliessbelag Epoxidharz,0.854230 | 0.851807 | 0.826812 | 0.821557 | 0.820229 | 0.818675 | 0.817791 | 0.817372 | 0.816774 | 0.816127
google-bert/bert-base-german-cased,20,test,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,2,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.887673,0.887673,False,2,False,0.000000,1.000000,1.000000,0.500000,0.650921,0.500000,1.000000,0.887673,0.883252,0.004421,0.007974,0.805183,0.051767,1.593459,0.085396,2.302547,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand verankert | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden,0.887673 | 0.883252 | 0.882860 | 0.882356 | 0.879699 | 0.876094 | 0.871458 | 0.869013 | 0.862859 | 0.860940
google-bert/bert-base-german-cased,21,test,IfcPile BORED Betonpfahl Beton NPK F Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.882576,0.882576,False,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,0.882576,0.874541,0.008034,0.013365,0.795045,0.051445,1.701424,0.156169,2.302540,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Baugrubensicherung Bohrpfahlwand gespriesst | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Dichtungsbahn Gummi EPDM,0.882576 | 0.874541 | 0.869853 | 0.869302 | 0.869210 | 0.864485 | 0.855536 | 0.855150 | 0.854305 | 0.853605
google-bert/bert-base-german-cased,22,test,IfcPile BORED Bohrpfahl Beton 600 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,1,Tiefgründung Ortbetonbohrpfahl 900,0.898282,0.898282,False,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,0.898282,0.897874,0.000408,0.015368,0.812557,0.050149,1.709394,0.008134,2.302527,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Bohrpfahlwand verankert | 2K-Fliessbelag Epoxidharz | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden,0.898282 | 0.897874 | 0.897072 | 0.888099 | 0.882914 | 0.878243 | 0.877181 | 0.874134 | 0.870983 | 0.868856
google-bert/bert-base-german-cased,23,test,IfcPile BORED Bohrpfahl Beton 700 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,1,Tiefgründung Ortbetonbohrpfahl 900,0.898262,0.898262,False,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,0.898262,0.897551,0.000711,0.014172,0.812714,0.050189,1.704536,0.014161,2.302528,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Bohrpfahlwand verankert | 2K-Fliessbelag Epoxidharz | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.898262 | 0.897551 | 0.897442 | 0.886489 | 0.884090 | 0.877855 | 0.875819 | 0.873803 | 0.871549 | 0.869570
google-bert/bert-base-german-cased,24,test,IfcFooting STRIP_FOOTING Fundament Magerbeton Ortbeton,Magerbeton,Magerbeton,1,Polyurethan PUR PIR,0.832337,0.832337,False,54,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.832337,0.811956,0.020381,0.036430,0.733017,0.047252,2.101928,0.431329,2.302500,Polyurethan PUR PIR | Dichtungsbahn Polyolefin FPO | Dichtungsbahn Gummi EPDM | Polyethylenvlies PE | Polystyrol expandiert EPS | Polystyrol extrudiert XPS | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Tiefgründung Ortbetonverdrängungspfahl 660/580 | 2K-Fliessbelag Epoxidharz,0.832337 | 0.811956 | 0.809734 | 0.797289 | 0.795907 | 0.793870 | 0.792989 | 0.791353 | 0.789795 | 0.789696
google-bert/bert-base-german-cased,25,test,IfcCovering Abdichtung Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich,0.874902,0.874902,False,5,False,0.000000,1.000000,1.000000,0.200000,0.386853,0.200000,1.000000,0.874902,0.874723,0.000178,0.006264,0.802571,0.043385,1.667157,0.004111,2.302559,Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | 2K-Fliessbelag Epoxidharz | 2-Komponenten Klebstoff | Silicon-Fugenmasse | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Dichtungsbahn Polyolefin FPO | Kautschukdichtungsmasse,0.874902 | 0.874723 | 0.873855 | 0.873107 | 0.868637 | 0.865490 | 0.864336 | 0.857365 | 0.857124 | 0.855866
google-bert/bert-base-german-cased,26,test,IfcWall RETAININGWALL Rühlwand Fertigteil,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand verankert,3,Polyurethan PUR PIR,0.823047,0.823047,False,4,False,0.000000,1.000000,1.000000,0.250000,0.479026,0.257407,1.000000,0.823047,0.815451,0.007596,0.028635,0.737171,0.047127,1.822232,0.161192,2.302508,Polyurethan PUR PIR | Dichtungsbahn Gummi EPDM | Dichtungsbahn Polyolefin FPO | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Bohrpfahlwand gespriesst | 2K-Fliessbelag Epoxidharz | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand verankert,0.823047 | 0.815451 | 0.805430 | 0.796570 | 0.794412 | 0.793535 | 0.790202 | 0.787805 | 0.785865 | 0.783935
google-bert/bert-base-german-cased,27,test,IfcWall RETAININGWALL Bohrpfahlwand Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert,3,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.837706,0.837706,False,2,False,0.000000,1.000000,1.000000,0.500000,0.593775,0.373016,1.000000,0.837706,0.834444,0.003262,0.008709,0.750172,0.054572,1.603992,0.059767,2.302565,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Bohrpfahlwand verankert | Polyurethan PUR PIR | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Vorgefertigter Betonpfahl,0.837706 | 0.834444 | 0.832152 | 0.830172 | 0.828997 | 0.828093 | 0.827121 | 0.821258 | 0.820413 | 0.816103
