index,entity,predefined_type,material,strength,exposure,diameter,casting_method,query,dedupe_key
9104,IfcTrackElement,,Beton NPK G,C25/30,,,Fertigteil,IfcTrackElement Beton NPK G C25/30 Fertigteil,IfcTrackElement Beton NPK G C25/30 Fertigteil
9105,IfcTrackElement,,Beton NPK G,C35/45,,,Fertigteil,IfcTrackElement Beton NPK G C35/45 Fertigteil,IfcTrackElement Beton NPK G C35/45 Fertigteil
9106,IfcTrackElement,,Buche,,,,,IfcTrackElement Buche,IfcTrackElement Buche
9107,IfcTrackElement,,Eiche,,,,,IfcTrackElement Eiche,IfcTrackElement Eiche
9108,IfcTrackElement,,Holz,,,,,IfcTrackElement Holz,IfcTrackElement Holz
9109,IfcTrackElement,,Kunststoff,,,,,IfcTrackElement Kunststoff,IfcTrackElement Kunststoff
9110,IfcTrackElement,,Polyolefin,,,,,IfcTrackElement Polyolefin,IfcTrackElement Polyolefin
9111,IfcTrackElement,,Stahl,,,,,IfcTrackElement Stahl,IfcTrackElement Stahl
9112,IfcTrackElement,,Stahl,S235,,,,IfcTrackElement Stahl S235,IfcTrackElement Stahl S235
9113,IfcTrackElement,,Stahl,S235J0,,,,IfcTrackElement Stahl S235J0,IfcTrackElement Stahl S235J0
9114,IfcTrackElement,,Stahl,S235JR,,,,IfcTrackElement Stahl S235JR,IfcTrackElement Stahl S235JR
9115,IfcTrackElement,,Stahl,S355,,,,IfcTrackElement Stahl S355,IfcTrackElement Stahl S355
9116,IfcTrackElement,,Stahl,S355J0,,,,IfcTrackElement Stahl S355J0,IfcTrackElement Stahl S355J0
9117,IfcTrackElement,,Stahl,S355JR,,,,IfcTrackElement Stahl S355JR,IfcTrackElement Stahl S355JR
9118,IfcTrackElement,,Stahl,S460,,,,IfcTrackElement Stahl S460,IfcTrackElement Stahl S460
9119,IfcTrackElement,,Stahlbeton,,,,,IfcTrackElement Stahlbeton,IfcTrackElement Stahlbeton
9120,IfcTrackElement,,Stahlbeton,,,,Fertigteil,IfcTrackElement Stahlbeton Fertigteil,IfcTrackElement Stahlbeton Fertigteil
9121,IfcTrackElement,,Stahlbeton,,,,INSITU,IfcTrackElement Stahlbeton INSITU,IfcTrackElement Stahlbeton INSITU
9122,IfcTrackElement,,Stahlbeton,,,,Ortbeton,IfcTrackElement Stahlbeton Ortbeton,IfcTrackElement Stahlbeton Ortbeton
9123,IfcTrackElement,,Stahlbeton,,,,PRECAST,IfcTrackElement Stahlbeton PRECAST,IfcTrackElement Stahlbeton PRECAST
9124,IfcTrackElement,,Stahlbeton,C20/25,,,,IfcTrackElement Stahlbeton C20/25,IfcTrackElement Stahlbeton C20/25
9125,IfcTrackElement,,Stahlbeton,C20/25,,,Ortbeton,IfcTrackElement Stahlbeton C20/25 Ortbeton,IfcTrackElement Stahlbeton C20/25 Ortbeton
9126,IfcTrackElement,,Stahlbeton,C20/25,,,PRECAST,IfcTrackElement Stahlbeton C20/25 PRECAST,IfcTrackElement Stahlbeton C20/25 PRECAST
9127,IfcTrackElement,,Stahlbeton,C25/30,,,,IfcTrackElement Stahlbeton C25/30,IfcTrackElement Stahlbeton C25/30
9128,IfcTrackElement,,Stahlbeton,C25/30,,,INSITU,IfcTrackElement Stahlbeton C25/30 INSITU,IfcTrackElement Stahlbeton C25/30 INSITU
9129,IfcTrackElement,,Stahlbeton,C25/30,,,PRECAST,IfcTrackElement Stahlbeton C25/30 PRECAST,IfcTrackElement Stahlbeton C25/30 PRECAST
9130,IfcTrackElement,,Stahlbeton,C30/37,,,,IfcTrackElement Stahlbeton C30/37,IfcTrackElement Stahlbeton C30/37
9131,IfcTrackElement,,Stahlbeton,C30/37,,,Fertigteil,IfcTrackElement Stahlbeton C30/37 Fertigteil,IfcTrackElement Stahlbeton C30/37 Fertigteil
9132,IfcTrackElement,,Stahlbeton,C30/37,,,INSITU,IfcTrackElement Stahlbeton C30/37 INSITU,IfcTrackElement Stahlbeton C30/37 INSITU
9133,IfcTrackElement,,Stahlbeton,C35/45,,,,IfcTrackElement Stahlbeton C35/45,IfcTrackElement Stahlbeton C35/45
9134,IfcTrackElement,,Stahlbeton,C35/45,,,Ortbeton,IfcTrackElement Stahlbeton C35/45 Ortbeton,IfcTrackElement Stahlbeton C35/45 Ortbeton
9135,IfcTrackElement,,Stahlbeton,C35/45,,,PRECAST,IfcTrackElement Stahlbeton C35/45 PRECAST,IfcTrackElement Stahlbeton C35/45 PRECAST
9136,IfcTrackElement,,Stahlbeton,C40/50,,,,IfcTrackElement Stahlbeton C40/50,IfcTrackElement Stahlbeton C40/50
9137,IfcTrackElement,,Stahlbeton,C40/50,,,Fertigteil,IfcTrackElement Stahlbeton C40/50 Fertigteil,IfcTrackElement Stahlbeton C40/50 Fertigteil
9138,IfcTrackElement,,Stahlbeton,C40/50,,,Ortbeton,IfcTrackElement Stahlbeton C40/50 Ortbeton,IfcTrackElement Stahlbeton C40/50 Ortbeton
9139,IfcTrackElement,,Stahlbeton NPK E,,,,,IfcTrackElement Stahlbeton NPK E,IfcTrackElement Stahlbeton NPK E
9140,IfcTrackElement,,Stahlbeton NPK E,C20/25,,,PRECAST,IfcTrackElement Stahlbeton NPK E C20/25 PRECAST,IfcTrackElement Stahlbeton NPK E C20/25 PRECAST
9141,IfcTrackElement,,Stahlbeton NPK E,C25/30,,,PRECAST,IfcTrackElement Stahlbeton NPK E C25/30 PRECAST,IfcTrackElement Stahlbeton NPK E C25/30 PRECAST
9142,IfcTrackElement,,Stahlbeton NPK E,C35/45,,,PRECAST,IfcTrackElement Stahlbeton NPK E C35/45 PRECAST,IfcTrackElement Stahlbeton NPK E C35/45 PRECAST
9143,IfcTrackElement,,Stahlbeton NPK F,,,,,IfcTrackElement Stahlbeton NPK F,IfcTrackElement Stahlbeton NPK F
9144,IfcTrackElement,,Stahlbeton NPK F,C20/25,,,Ortbeton,IfcTrackElement Stahlbeton NPK F C20/25 Ortbeton,IfcTrackElement Stahlbeton NPK F C20/25 Ortbeton
9145,IfcTrackElement,,Stahlbeton NPK F,C30/37,,,Fertigteil,IfcTrackElement Stahlbeton NPK F C30/37 Fertigteil,IfcTrackElement Stahlbeton NPK F C30/37 Fertigteil
9146,IfcTrackElement,,Stahlbeton NPK F,C40/50,,,Fertigteil,IfcTrackElement Stahlbeton NPK F C40/50 Fertigteil,IfcTrackElement Stahlbeton NPK F C40/50 Fertigteil
9147,IfcTrackElement,,Stahlbeton NPK G,,,,,IfcTrackElement Stahlbeton NPK G,IfcTrackElement Stahlbeton NPK G
9148,IfcTrackElement,,Stahlbeton NPK G,C25/30,,,INSITU,IfcTrackElement Stahlbeton NPK G C25/30 INSITU,IfcTrackElement Stahlbeton NPK G C25/30 INSITU
9149,IfcTrackElement,,Stahlbeton NPK G,C30/37,,,INSITU,IfcTrackElement Stahlbeton NPK G C30/37 INSITU,IfcTrackElement Stahlbeton NPK G C30/37 INSITU
9150,IfcTrackElement,,Stahlbeton NPK G,C35/45,,,Ortbeton,IfcTrackElement Stahlbeton NPK G C35/45 Ortbeton,IfcTrackElement Stahlbeton NPK G C35/45 Ortbeton
9151,IfcTrackElement,,Stahlbeton NPK G,C40/50,,,Ortbeton,IfcTrackElement Stahlbeton NPK G C40/50 Ortbeton,IfcTrackElement Stahlbeton NPK G C40/50 Ortbeton
9152,IfcTrackElement,,Vergütungsstahl,,,,,IfcTrackElement Vergütungsstahl,IfcTrackElement Vergütungsstahl
9153,IfcTrackElement,BLOCKINGDEVICE,,S235,,,,IfcTrackElement BLOCKINGDEVICE S235,IfcTrackElement BLOCKINGDEVICE S235
9154,IfcTrackElement,BLOCKINGDEVICE,,S355,,,,IfcTrackElement BLOCKINGDEVICE S355,IfcTrackElement BLOCKINGDEVICE S355
9155,IfcTrackElement,BLOCKINGDEVICE,,S460,,,,IfcTrackElement BLOCKINGDEVICE S460,IfcTrackElement BLOCKINGDEVICE S460
9156,IfcTrackElement,BLOCKINGDEVICE,Stahl,,,,,IfcTrackElement BLOCKINGDEVICE Stahl,IfcTrackElement BLOCKINGDEVICE Stahl
9157,IfcTrackElement,BLOCKINGDEVICE,Stahl,S235,,,,IfcTrackElement BLOCKINGDEVICE Stahl S235,IfcTrackElement BLOCKINGDEVICE Stahl S235
9158,IfcTrackElement,BLOCKINGDEVICE,Stahl,S235J0,,,,IfcTrackElement BLOCKINGDEVICE Stahl S235J0,IfcTrackElement BLOCKINGDEVICE Stahl S235J0
9159,IfcTrackElement,BLOCKINGDEVICE,Stahl,S235JR,,,,IfcTrackElement BLOCKINGDEVICE Stahl S235JR,IfcTrackElement BLOCKINGDEVICE Stahl S235JR
9160,IfcTrackElement,BLOCKINGDEVICE,Stahl,S355,,,,IfcTrackElement BLOCKINGDEVICE Stahl S355,IfcTrackElement BLOCKINGDEVICE Stahl S355
9161,IfcTrackElement,BLOCKINGDEVICE,Stahl,S355J0,,,,IfcTrackElement BLOCKINGDEVICE Stahl S355J0,IfcTrackElement BLOCKINGDEVICE Stahl S355J0
9162,IfcTrackElement,BLOCKINGDEVICE,Stahl,S355JR,,,,IfcTrackElement BLOCKINGDEVICE Stahl S355JR,IfcTrackElement BLOCKINGDEVICE Stahl S355JR
9163,IfcTrackElement,BLOCKINGDEVICE,Stahl,S460,,,,IfcTrackElement BLOCKINGDEVICE Stahl S460,IfcTrackElement BLOCKINGDEVICE Stahl S460
9164,IfcTrackElement,DERAILER,,S235,,,,IfcTrackElement DERAILER S235,IfcTrackElement DERAILER S235
9165,IfcTrackElement,DERAILER,,S355,,,,IfcTrackElement DERAILER S355,IfcTrackElement DERAILER S355
9166,IfcTrackElement,DERAILER,,S460,,,,IfcTrackElement DERAILER S460,IfcTrackElement DERAILER S460
9167,IfcTrackElement,DERAILER,Stahl,,,,,IfcTrackElement DERAILER Stahl,IfcTrackElement DERAILER Stahl
9168,IfcTrackElement,DERAILER,Stahl,S235,,,,IfcTrackElement DERAILER Stahl S235,IfcTrackElement DERAILER Stahl S235
9169,IfcTrackElement,DERAILER,Stahl,S235J0,,,,IfcTrackElement DERAILER Stahl S235J0,IfcTrackElement DERAILER Stahl S235J0
9170,IfcTrackElement,DERAILER,Stahl,S235JR,,,,IfcTrackElement DERAILER Stahl S235JR,IfcTrackElement DERAILER Stahl S235JR
9171,IfcTrackElement,DERAILER,Stahl,S355,,,,IfcTrackElement DERAILER Stahl S355,IfcTrackElement DERAILER Stahl S355
9172,IfcTrackElement,DERAILER,Stahl,S355J0,,,,IfcTrackElement DERAILER Stahl S355J0,IfcTrackElement DERAILER Stahl S355J0
9173,IfcTrackElement,DERAILER,Stahl,S355JR,,,,IfcTrackElement DERAILER Stahl S355JR,IfcTrackElement DERAILER Stahl S355JR
9174,IfcTrackElement,DERAILER,Stahl,S460,,,,IfcTrackElement DERAILER Stahl S460,IfcTrackElement DERAILER Stahl S460
9175,IfcTrackElement,FROG,,S235,,,,IfcTrackElement FROG S235,IfcTrackElement FROG S235
9176,IfcTrackElement,FROG,,S355,,,,IfcTrackElement FROG S355,IfcTrackElement FROG S355
9177,IfcTrackElement,FROG,,S460,,,,IfcTrackElement FROG S460,IfcTrackElement FROG S460
9178,IfcTrackElement,FROG,Stahl,,,,,IfcTrackElement FROG Stahl,IfcTrackElement FROG Stahl
9179,IfcTrackElement,FROG,Stahl,S235,,,,IfcTrackElement FROG Stahl S235,IfcTrackElement FROG Stahl S235
9180,IfcTrackElement,FROG,Stahl,S235J0,,,,IfcTrackElement FROG Stahl S235J0,IfcTrackElement FROG Stahl S235J0
9181,IfcTrackElement,FROG,Stahl,S235JR,,,,IfcTrackElement FROG Stahl S235JR,IfcTrackElement FROG Stahl S235JR
9182,IfcTrackElement,FROG,Stahl,S355,,,,IfcTrackElement FROG Stahl S355,IfcTrackElement FROG Stahl S355
9183,IfcTrackElement,FROG,Stahl,S355J0,,,,IfcTrackElement FROG Stahl S355J0,IfcTrackElement FROG Stahl S355J0
9184,IfcTrackElement,FROG,Stahl,S355JR,,,,IfcTrackElement FROG Stahl S355JR,IfcTrackElement FROG Stahl S355JR
9185,IfcTrackElement,FROG,Stahl,S460,,,,IfcTrackElement FROG Stahl S460,IfcTrackElement FROG Stahl S460
9186,IfcTrackElement,FROG,Vergütungsstahl,,,,,IfcTrackElement FROG Vergütungsstahl,IfcTrackElement FROG Vergütungsstahl
9187,IfcTrackElement,HALF_SET_OF_BLADES,,S235,,,,IfcTrackElement HALF_SET_OF_BLADES S235,IfcTrackElement HALF_SET_OF_BLADES S235
9188,IfcTrackElement,HALF_SET_OF_BLADES,,S355,,,,IfcTrackElement HALF_SET_OF_BLADES S355,IfcTrackElement HALF_SET_OF_BLADES S355
9189,IfcTrackElement,HALF_SET_OF_BLADES,,S460,,,,IfcTrackElement HALF_SET_OF_BLADES S460,IfcTrackElement HALF_SET_OF_BLADES S460
9190,IfcTrackElement,HALF_SET_OF_BLADES,Stahl,,,,,IfcTrackElement HALF_SET_OF_BLADES Stahl,IfcTrackElement HALF_SET_OF_BLADES Stahl
9191,IfcTrackElement,HALF_SET_OF_BLADES,Stahl,S235,,,,IfcTrackElement HALF_SET_OF_BLADES Stahl S235,IfcTrackElement HALF_SET_OF_BLADES Stahl S235
9192,IfcTrackElement,HALF_SET_OF_BLADES,Stahl,S235J0,,,,IfcTrackElement HALF_SET_OF_BLADES Stahl S235J0,IfcTrackElement HALF_SET_OF_BLADES Stahl S235J0
9193,IfcTrackElement,HALF_SET_OF_BLADES,Stahl,S235JR,,,,IfcTrackElement HALF_SET_OF_BLADES Stahl S235JR,IfcTrackElement HALF_SET_OF_BLADES Stahl S235JR
9194,IfcTrackElement,HALF_SET_OF_BLADES,Stahl,S355,,,,IfcTrackElement HALF_SET_OF_BLADES Stahl S355,IfcTrackElement HALF_SET_OF_BLADES Stahl S355
9195,IfcTrackElement,HALF_SET_OF_BLADES,Stahl,S355J0,,,,IfcTrackElement HALF_SET_OF_BLADES Stahl S355J0,IfcTrackElement HALF_SET_OF_BLADES Stahl S355J0
9196,IfcTrackElement,HALF_SET_OF_BLADES,Stahl,S355JR,,,,IfcTrackElement HALF_SET_OF_BLADES Stahl S355JR,IfcTrackElement HALF_SET_OF_BLADES Stahl S355JR
9197,IfcTrackElement,HALF_SET_OF_BLADES,Stahl,S460,,,,IfcTrackElement HALF_SET_OF_BLADES Stahl S460,IfcTrackElement HALF_SET_OF_BLADES Stahl S460
9198,IfcTrackElement,HALF_SET_OF_BLADES,Vergütungsstahl,,,,,IfcTrackElement HALF_SET_OF_BLADES Vergütungsstahl,IfcTrackElement HALF_SET_OF_BLADES Vergütungsstahl
9199,IfcTrackElement,SLEEPER,Beton,,,,,IfcTrackElement SLEEPER Beton,IfcTrackElement SLEEPER Beton
9200,IfcTrackElement,SLEEPER,Beton,,,,Fertigteil,IfcTrackElement SLEEPER Beton Fertigteil,IfcTrackElement SLEEPER Beton Fertigteil
9201,IfcTrackElement,SLEEPER,Beton,,,,INSITU,IfcTrackElement SLEEPER Beton INSITU,IfcTrackElement SLEEPER Beton INSITU
9202,IfcTrackElement,SLEEPER,Beton,,,,Ortbeton,IfcTrackElement SLEEPER Beton Ortbeton,IfcTrackElement SLEEPER Beton Ortbeton
9203,IfcTrackElement,SLEEPER,Beton,,,,PRECAST,IfcTrackElement SLEEPER Beton PRECAST,IfcTrackElement SLEEPER Beton PRECAST
9204,IfcTrackElement,SLEEPER,Beton,C20/25,,,,IfcTrackElement SLEEPER Beton C20/25,IfcTrackElement SLEEPER Beton C20/25
9205,IfcTrackElement,SLEEPER,Beton,C20/25,,,Fertigteil,IfcTrackElement SLEEPER Beton C20/25 Fertigteil,IfcTrackElement SLEEPER Beton C20/25 Fertigteil
9206,IfcTrackElement,SLEEPER,Beton,C20/25,,,INSITU,IfcTrackElement SLEEPER Beton C20/25 INSITU,IfcTrackElement SLEEPER Beton C20/25 INSITU
9207,IfcTrackElement,SLEEPER,Beton,C25/30,,,,IfcTrackElement SLEEPER Beton C25/30,IfcTrackElement SLEEPER Beton C25/30
9208,IfcTrackElement,SLEEPER,Beton,C25/30,,,Fertigteil,IfcTrackElement SLEEPER Beton C25/30 Fertigteil,IfcTrackElement SLEEPER Beton C25/30 Fertigteil
9209,IfcTrackElement,SLEEPER,Beton,C25/30,,,Ortbeton,IfcTrackElement SLEEPER Beton C25/30 Ortbeton,IfcTrackElement SLEEPER Beton C25/30 Ortbeton
9210,IfcTrackElement,SLEEPER,Beton,C30/37,,,,IfcTrackElement SLEEPER Beton C30/37,IfcTrackElement SLEEPER Beton C30/37
9211,IfcTrackElement,SLEEPER,Beton,C30/37,,,Ortbeton,IfcTrackElement SLEEPER Beton C30/37 Ortbeton,IfcTrackElement SLEEPER Beton C30/37 Ortbeton
9212,IfcTrackElement,SLEEPER,Beton,C30/37,,,PRECAST,IfcTrackElement SLEEPER Beton C30/37 PRECAST,IfcTrackElement SLEEPER Beton C30/37 PRECAST
9213,IfcTrackElement,SLEEPER,Beton,C35/45,,,,IfcTrackElement SLEEPER Beton C35/45,IfcTrackElement SLEEPER Beton C35/45
9214,IfcTrackElement,SLEEPER,Beton,C35/45,,,Ortbeton,IfcTrackElement SLEEPER Beton C35/45 Ortbeton,IfcTrackElement SLEEPER Beton C35/45 Ortbeton
9215,IfcTrackElement,SLEEPER,Beton,C35/45,,,PRECAST,IfcTrackElement SLEEPER Beton C35/45 PRECAST,IfcTrackElement SLEEPER Beton C35/45 PRECAST
9216,IfcTrackElement,SLEEPER,Beton,C40/50,,,,IfcTrackElement SLEEPER Beton C40/50,IfcTrackElement SLEEPER Beton C40/50
9217,IfcTrackElement,SLEEPER,Beton,C40/50,,,INSITU,IfcTrackElement SLEEPER Beton C40/50 INSITU,IfcTrackElement SLEEPER Beton C40/50 INSITU
9218,IfcTrackElement,SLEEPER,Beton,C40/50,,,PRECAST,IfcTrackElement SLEEPER Beton C40/50 PRECAST,IfcTrackElement SLEEPER Beton C40/50 PRECAST
9219,IfcTrackElement,SLEEPER,Beton NPK D,,,,,IfcTrackElement SLEEPER Beton NPK D,IfcTrackElement SLEEPER Beton NPK D
9220,IfcTrackElement,SLEEPER,Beton NPK D,C35/45,,,Ortbeton,IfcTrackElement SLEEPER Beton NPK D C35/45 Ortbeton,IfcTrackElement SLEEPER Beton NPK D C35/45 Ortbeton
9221,IfcTrackElement,SLEEPER,Beton NPK D,C40/50,,,PRECAST,IfcTrackElement SLEEPER Beton NPK D C40/50 PRECAST,IfcTrackElement SLEEPER Beton NPK D C40/50 PRECAST
9222,IfcTrackElement,SLEEPER,Beton NPK E,,,,,IfcTrackElement SLEEPER Beton NPK E,IfcTrackElement SLEEPER Beton NPK E
9223,IfcTrackElement,SLEEPER,Beton NPK E,C25/30,,,Ortbeton,IfcTrackElement SLEEPER Beton NPK E C25/30 Ortbeton,IfcTrackElement SLEEPER Beton NPK E C25/30 Ortbeton
9224,IfcTrackElement,SLEEPER,Beton NPK E,C30/37,,,Ortbeton,IfcTrackElement SLEEPER Beton NPK E C30/37 Ortbeton,IfcTrackElement SLEEPER Beton NPK E C30/37 Ortbeton
9225,IfcTrackElement,SLEEPER,Beton NPK F,,,,,IfcTrackElement SLEEPER Beton NPK F,IfcTrackElement SLEEPER Beton NPK F
9226,IfcTrackElement,SLEEPER,Beton NPK F,C30/37,,,PRECAST,IfcTrackElement SLEEPER Beton NPK F C30/37 PRECAST,IfcTrackElement SLEEPER Beton NPK F C30/37 PRECAST
9227,IfcTrackElement,SLEEPER,Beton NPK F,C35/45,,,PRECAST,IfcTrackElement SLEEPER Beton NPK F C35/45 PRECAST,IfcTrackElement SLEEPER Beton NPK F C35/45 PRECAST
9228,IfcTrackElement,SLEEPER,Beton NPK G,,,,,IfcTrackElement SLEEPER Beton NPK G,IfcTrackElement SLEEPER Beton NPK G
9229,IfcTrackElement,SLEEPER,Beton NPK G,C20/25,,,Fertigteil,IfcTrackElement SLEEPER Beton NPK G C20/25 Fertigteil,IfcTrackElement SLEEPER Beton NPK G C20/25 Fertigteil
9230,IfcTrackElement,SLEEPER,Beton NPK G,C20/25,,,INSITU,IfcTrackElement SLEEPER Beton NPK G C20/25 INSITU,IfcTrackElement SLEEPER Beton NPK G C20/25 INSITU
9231,IfcTrackElement,SLEEPER,Beton NPK G,C25/30,,,Fertigteil,IfcTrackElement SLEEPER Beton NPK G C25/30 Fertigteil,IfcTrackElement SLEEPER Beton NPK G C25/30 Fertigteil
9232,IfcTrackElement,SLEEPER,Beton NPK G,C40/50,,,INSITU,IfcTrackElement SLEEPER Beton NPK G C40/50 INSITU,IfcTrackElement SLEEPER Beton NPK G C40/50 INSITU
9233,IfcTrackElement,SLEEPER,Buche,,,,,IfcTrackElement SLEEPER Buche,IfcTrackElement SLEEPER Buche
9234,IfcTrackElement,SLEEPER,Eiche,,,,,IfcTrackElement SLEEPER Eiche,IfcTrackElement SLEEPER Eiche
9235,IfcTrackElement,SLEEPER,Holz,,,,,IfcTrackElement SLEEPER Holz,IfcTrackElement SLEEPER Holz
9236,IfcTrackElement,SLEEPER,Kunststoff,,,,,IfcTrackElement SLEEPER Kunststoff,IfcTrackElement SLEEPER Kunststoff
9237,IfcTrackElement,SLEEPER,Polyolefin,,,,,IfcTrackElement SLEEPER Polyolefin,IfcTrackElement SLEEPER Polyolefin
9238,IfcTrackElement,SLEEPER,Stahlbeton,,,,,IfcTrackElement SLEEPER Stahlbeton,IfcTrackElement SLEEPER Stahlbeton
9239,IfcTrackElement,SLEEPER,Stahlbeton,,,,Fertigteil,IfcTrackElement SLEEPER Stahlbeton Fertigteil,IfcTrackElement SLEEPER Stahlbeton Fertigteil
9240,IfcTrackElement,SLEEPER,Stahlbeton,,,,INSITU,IfcTrackElement SLEEPER Stahlbeton INSITU,IfcTrackElement SLEEPER Stahlbeton INSITU
9241,IfcTrackElement,SLEEPER,Stahlbeton,,,,PRECAST,IfcTrackElement SLEEPER Stahlbeton PRECAST,IfcTrackElement SLEEPER Stahlbeton PRECAST
9242,IfcTrackElement,SLEEPER,Stahlbeton,C20/25,,,,IfcTrackElement SLEEPER Stahlbeton C20/25,IfcTrackElement SLEEPER Stahlbeton C20/25
9243,IfcTrackElement,SLEEPER,Stahlbeton,C20/25,,,Fertigteil,IfcTrackElement SLEEPER Stahlbeton C20/25 Fertigteil,IfcTrackElement SLEEPER Stahlbeton C20/25 Fertigteil
9244,IfcTrackElement,SLEEPER,Stahlbeton,C20/25,,,INSITU,IfcTrackElement SLEEPER Stahlbeton C20/25 INSITU,IfcTrackElement SLEEPER Stahlbeton C20/25 INSITU
9245,IfcTrackElement,SLEEPER,Stahlbeton,C25/30,,,,IfcTrackElement SLEEPER Stahlbeton C25/30,IfcTrackElement SLEEPER Stahlbeton C25/30
9246,IfcTrackElement,SLEEPER,Stahlbeton,C25/30,,,Fertigteil,IfcTrackElement SLEEPER Stahlbeton C25/30 Fertigteil,IfcTrackElement SLEEPER Stahlbeton C25/30 Fertigteil
9247,IfcTrackElement,SLEEPER,Stahlbeton,C25/30,,,INSITU,IfcTrackElement SLEEPER Stahlbeton C25/30 INSITU,IfcTrackElement SLEEPER Stahlbeton C25/30 INSITU
9248,IfcTrackElement,SLEEPER,Stahlbeton,C30/37,,,,IfcTrackElement SLEEPER Stahlbeton C30/37,IfcTrackElement SLEEPER Stahlbeton C30/37
9249,IfcTrackElement,SLEEPER,Stahlbeton,C30/37,,,INSITU,IfcTrackElement SLEEPER Stahlbeton C30/37 INSITU,IfcTrackElement SLEEPER Stahlbeton C30/37 INSITU
9250,IfcTrackElement,SLEEPER,Stahlbeton,C30/37,,,PRECAST,IfcTrackElement SLEEPER Stahlbeton C30/37 PRECAST,IfcTrackElement SLEEPER Stahlbeton C30/37 PRECAST
9251,IfcTrackElement,SLEEPER,Stahlbeton,C35/45,,,,IfcTrackElement SLEEPER Stahlbeton C35/45,IfcTrackElement SLEEPER Stahlbeton C35/45
9252,IfcTrackElement,SLEEPER,Stahlbeton,C35/45,,,INSITU,IfcTrackElement SLEEPER Stahlbeton C35/45 INSITU,IfcTrackElement SLEEPER Stahlbeton C35/45 INSITU
9253,IfcTrackElement,SLEEPER,Stahlbeton,C35/45,,,PRECAST,IfcTrackElement SLEEPER Stahlbeton C35/45 PRECAST,IfcTrackElement SLEEPER Stahlbeton C35/45 PRECAST
9254,IfcTrackElement,SLEEPER,Stahlbeton,C40/50,,,,IfcTrackElement SLEEPER Stahlbeton C40/50,IfcTrackElement SLEEPER Stahlbeton C40/50
9255,IfcTrackElement,SLEEPER,Stahlbeton,C40/50,,,INSITU,IfcTrackElement SLEEPER Stahlbeton C40/50 INSITU,IfcTrackElement SLEEPER Stahlbeton C40/50 INSITU
9256,IfcTrackElement,SLEEPER,Stahlbeton,C40/50,,,PRECAST,IfcTrackElement SLEEPER Stahlbeton C40/50 PRECAST,IfcTrackElement SLEEPER Stahlbeton C40/50 PRECAST
9257,IfcTrackElement,SLEEPER,Stahlbeton NPK D,,,,,IfcTrackElement SLEEPER Stahlbeton NPK D,IfcTrackElement SLEEPER Stahlbeton NPK D
9258,IfcTrackElement,SLEEPER,Stahlbeton NPK D,C20/25,,,Fertigteil,IfcTrackElement SLEEPER Stahlbeton NPK D C20/25 Fertigteil,IfcTrackElement SLEEPER Stahlbeton NPK D C20/25 Fertigteil
9259,IfcTrackElement,SLEEPER,Stahlbeton NPK D,C25/30,,,Fertigteil,IfcTrackElement SLEEPER Stahlbeton NPK D C25/30 Fertigteil,IfcTrackElement SLEEPER Stahlbeton NPK D C25/30 Fertigteil
9260,IfcTrackElement,SLEEPER,Stahlbeton NPK D,C25/30,,,INSITU,IfcTrackElement SLEEPER Stahlbeton NPK D C25/30 INSITU,IfcTrackElement SLEEPER Stahlbeton NPK D C25/30 INSITU
9261,IfcTrackElement,SLEEPER,Stahlbeton NPK D,C30/37,,,INSITU,IfcTrackElement SLEEPER Stahlbeton NPK D C30/37 INSITU,IfcTrackElement SLEEPER Stahlbeton NPK D C30/37 INSITU
9262,IfcTrackElement,SLEEPER,Stahlbeton NPK E,,,,,IfcTrackElement SLEEPER Stahlbeton NPK E,IfcTrackElement SLEEPER Stahlbeton NPK E
9263,IfcTrackElement,SLEEPER,Stahlbeton NPK E,C35/45,,,INSITU,IfcTrackElement SLEEPER Stahlbeton NPK E C35/45 INSITU,IfcTrackElement SLEEPER Stahlbeton NPK E C35/45 INSITU
9264,IfcTrackElement,SLEEPER,Stahlbeton NPK E,C35/45,,,PRECAST,IfcTrackElement SLEEPER Stahlbeton NPK E C35/45 PRECAST,IfcTrackElement SLEEPER Stahlbeton NPK E C35/45 PRECAST
9265,IfcTrackElement,SLEEPER,Stahlbeton NPK E,C40/50,,,PRECAST,IfcTrackElement SLEEPER Stahlbeton NPK E C40/50 PRECAST,IfcTrackElement SLEEPER Stahlbeton NPK E C40/50 PRECAST
9266,IfcTrackElement,SLEEPER,Stahlbeton NPK F,,,,,IfcTrackElement SLEEPER Stahlbeton NPK F,IfcTrackElement SLEEPER Stahlbeton NPK F
9267,IfcTrackElement,SLEEPER,Stahlbeton NPK F,C30/37,,,PRECAST,IfcTrackElement SLEEPER Stahlbeton NPK F C30/37 PRECAST,IfcTrackElement SLEEPER Stahlbeton NPK F C30/37 PRECAST
9268,IfcTrackElement,SLEEPER,Stahlbeton NPK F,C40/50,,,INSITU,IfcTrackElement SLEEPER Stahlbeton NPK F C40/50 INSITU,IfcTrackElement SLEEPER Stahlbeton NPK F C40/50 INSITU
9269,IfcTrackElement,SLEEPER,Stahlbeton NPK G,,,,,IfcTrackElement SLEEPER Stahlbeton NPK G,IfcTrackElement SLEEPER Stahlbeton NPK G
