line_number,query,baseline_mapping,new_mapping,change_state,mapping_state
9508,IfcWall Beton Nagelwand,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9509,IfcWall Beton Nagelwand Fertigteil,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9510,IfcWall Beton Nagelwand INSITU,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9511,IfcWall Beton Nagelwand Ortbeton,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9512,IfcWall Beton Nagelwand PRECAST,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9513,IfcWall Beton Nagelwand C20/25,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9514,IfcWall Beton Nagelwand C20/25 Fertigteil,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9515,IfcWall Beton Nagelwand C20/25 INSITU,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9516,IfcWall Beton Nagelwand C25/30,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9517,IfcWall Beton Nagelwand C25/30 INSITU,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9518,IfcWall Beton Nagelwand C25/30 PRECAST,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9519,IfcWall Beton Nagelwand C30/37,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9520,IfcWall Beton Nagelwand C30/37 Fertigteil,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9521,IfcWall Beton Nagelwand C30/37 Ortbeton,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9522,IfcWall Beton Nagelwand C35/45,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9523,IfcWall Beton Nagelwand C35/45 INSITU,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9524,IfcWall Beton Nagelwand C35/45 PRECAST,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9525,IfcWall Beton Nagelwand C40/50,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9526,IfcWall Beton Nagelwand C40/50 Ortbeton,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9527,IfcWall Beton Nagelwand C40/50 PRECAST,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9528,IfcWall Beton Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9529,IfcWall Beton Rühlwand auskragend Fertigteil,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9530,IfcWall Beton Rühlwand auskragend INSITU,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9531,IfcWall Beton Rühlwand auskragend Ortbeton,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9532,IfcWall Beton Rühlwand auskragend PRECAST,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9533,IfcWall Beton Rühlwand auskragend C20/25,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9534,IfcWall Beton Rühlwand auskragend C20/25 Fertigteil,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9535,IfcWall Beton Rühlwand auskragend C20/25 INSITU,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9536,IfcWall Beton Rühlwand auskragend C25/30,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9537,IfcWall Beton Rühlwand auskragend C25/30 INSITU,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9538,IfcWall Beton Rühlwand auskragend C25/30 PRECAST,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9539,IfcWall Beton Rühlwand auskragend C30/37,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9540,IfcWall Beton Rühlwand auskragend C30/37 Fertigteil,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9541,IfcWall Beton Rühlwand auskragend C30/37 Ortbeton,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9542,IfcWall Beton Rühlwand auskragend C35/45,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9543,IfcWall Beton Rühlwand auskragend C35/45 INSITU,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9544,IfcWall Beton Rühlwand auskragend C35/45 PRECAST,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9545,IfcWall Beton Rühlwand auskragend C40/50,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9546,IfcWall Beton Rühlwand auskragend C40/50 Ortbeton,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9547,IfcWall Beton Rühlwand auskragend C40/50 PRECAST,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9548,IfcWall Beton Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9549,IfcWall Beton Rühlwand gespriesst Fertigteil,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9550,IfcWall Beton Rühlwand gespriesst INSITU,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9551,IfcWall Beton Rühlwand gespriesst Ortbeton,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9552,IfcWall Beton Rühlwand gespriesst PRECAST,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9553,IfcWall Beton Rühlwand gespriesst C20/25,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9554,IfcWall Beton Rühlwand gespriesst C20/25 Fertigteil,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9555,IfcWall Beton Rühlwand gespriesst C20/25 INSITU,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9556,IfcWall Beton Rühlwand gespriesst C25/30,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9557,IfcWall Beton Rühlwand gespriesst C25/30 INSITU,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9558,IfcWall Beton Rühlwand gespriesst C25/30 PRECAST,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9559,IfcWall Beton Rühlwand gespriesst C30/37,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9560,IfcWall Beton Rühlwand gespriesst C30/37 Fertigteil,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9561,IfcWall Beton Rühlwand gespriesst C30/37 Ortbeton,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9562,IfcWall Beton Rühlwand gespriesst C35/45,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9563,IfcWall Beton Rühlwand gespriesst C35/45 INSITU,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9564,IfcWall Beton Rühlwand gespriesst C35/45 PRECAST,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9565,IfcWall Beton Rühlwand gespriesst C40/50,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9566,IfcWall Beton Rühlwand gespriesst C40/50 Ortbeton,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9567,IfcWall Beton Rühlwand gespriesst C40/50 PRECAST,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9568,IfcWall Beton Rühlwand verankert,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9569,IfcWall Beton Rühlwand verankert Fertigteil,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9570,IfcWall Beton Rühlwand verankert INSITU,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9571,IfcWall Beton Rühlwand verankert Ortbeton,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9572,IfcWall Beton Rühlwand verankert PRECAST,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9573,IfcWall Beton Rühlwand verankert C20/25,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9574,IfcWall Beton Rühlwand verankert C20/25 Fertigteil,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9575,IfcWall Beton Rühlwand verankert C20/25 INSITU,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9576,IfcWall Beton Rühlwand verankert C25/30,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9577,IfcWall Beton Rühlwand verankert C25/30 INSITU,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9578,IfcWall Beton Rühlwand verankert C25/30 PRECAST,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9579,IfcWall Beton Rühlwand verankert C30/37,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9580,IfcWall Beton Rühlwand verankert C30/37 Fertigteil,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9581,IfcWall Beton Rühlwand verankert C30/37 Ortbeton,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9582,IfcWall Beton Rühlwand verankert C35/45,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9583,IfcWall Beton Rühlwand verankert C35/45 INSITU,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9584,IfcWall Beton Rühlwand verankert C35/45 PRECAST,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9585,IfcWall Beton Rühlwand verankert C40/50,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9586,IfcWall Beton Rühlwand verankert C40/50 Ortbeton,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9587,IfcWall Beton Rühlwand verankert C40/50 PRECAST,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9588,IfcWall Beton Schlitzwand 400,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9589,IfcWall Beton Schlitzwand 400 Fertigteil,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9590,IfcWall Beton Schlitzwand 400 INSITU,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9591,IfcWall Beton Schlitzwand 400 Ortbeton,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9592,IfcWall Beton Schlitzwand 400 PRECAST,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9593,IfcWall Beton Schlitzwand 400 C20/25,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9594,IfcWall Beton Schlitzwand 400 C20/25 Fertigteil,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9595,IfcWall Beton Schlitzwand 400 C20/25 INSITU,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9596,IfcWall Beton Schlitzwand 400 C25/30,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9597,IfcWall Beton Schlitzwand 400 C25/30 INSITU,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9598,IfcWall Beton Schlitzwand 400 C25/30 PRECAST,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9599,IfcWall Beton Schlitzwand 400 C30/37,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9600,IfcWall Beton Schlitzwand 400 C30/37 Fertigteil,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9601,IfcWall Beton Schlitzwand 400 C30/37 Ortbeton,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9602,IfcWall Beton Schlitzwand 400 C35/45,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9603,IfcWall Beton Schlitzwand 400 C35/45 INSITU,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9604,IfcWall Beton Schlitzwand 400 C35/45 PRECAST,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9605,IfcWall Beton Schlitzwand 400 C40/50,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9606,IfcWall Beton Schlitzwand 400 C40/50 Ortbeton,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9607,IfcWall Beton Schlitzwand 400 C40/50 PRECAST,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9608,IfcWall Beton Schlitzwand 800,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9609,IfcWall Beton Schlitzwand 800 Fertigteil,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9610,IfcWall Beton Schlitzwand 800 INSITU,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9611,IfcWall Beton Schlitzwand 800 Ortbeton,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9612,IfcWall Beton Schlitzwand 800 PRECAST,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9613,IfcWall Beton Schlitzwand 800 C20/25,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9614,IfcWall Beton Schlitzwand 800 C20/25 Fertigteil,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9615,IfcWall Beton Schlitzwand 800 C20/25 INSITU,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9616,IfcWall Beton Schlitzwand 800 C25/30,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9617,IfcWall Beton Schlitzwand 800 C25/30 INSITU,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9618,IfcWall Beton Schlitzwand 800 C25/30 PRECAST,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9619,IfcWall Beton Schlitzwand 800 C30/37,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9620,IfcWall Beton Schlitzwand 800 C30/37 Fertigteil,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9621,IfcWall Beton Schlitzwand 800 C30/37 Ortbeton,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9622,IfcWall Beton Schlitzwand 800 C35/45,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9623,IfcWall Beton Schlitzwand 800 C35/45 INSITU,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9624,IfcWall Beton Schlitzwand 800 C35/45 PRECAST,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9625,IfcWall Beton Schlitzwand 800 C40/50,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9626,IfcWall Beton Schlitzwand 800 C40/50 Ortbeton,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9627,IfcWall Beton Schlitzwand 800 C40/50 PRECAST,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9628,IfcWall Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9629,IfcWall Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9630,IfcWall Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9631,IfcWall Mauerwerk,Backstein | Kalksandstein | Betonziegel,Backstein | Kalksandstein | Betonziegel,unchanged,non-empty
9632,IfcWall Nagelwand,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9633,IfcWall Naturstein,Natursteinplatte geschnitten | Natursteinplatte geschliffen | Hartsandsteinplatte | Kalksteinplatte | Kunststeinplatte zementgebunden,Natursteinplatte geschnitten | Natursteinplatte geschliffen | Hartsandsteinplatte | Kalksteinplatte | Kunststeinplatte zementgebunden,unchanged,non-empty
9634,IfcWall Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9635,IfcWall Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9636,IfcWall Rühlwand verankert,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9637,IfcWall Schlitzwand 400,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9638,IfcWall Schlitzwand 800,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9639,IfcWall Spundwand auskragend,Baugrubensicherung Spundwand auskragend,Baugrubensicherung Spundwand auskragend,unchanged,non-empty
9640,IfcWall Spundwand gespriesst,Baugrubensicherung Spundwand gespriesst,Baugrubensicherung Spundwand gespriesst,unchanged,non-empty
9641,IfcWall Spundwand verankert,Baugrubensicherung Spundwand verankert,Baugrubensicherung Spundwand verankert,unchanged,non-empty
9642,IfcWall Stahl,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
9643,IfcWall Stahl S235,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
9644,IfcWall Stahl S235J0,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
9645,IfcWall Stahl S235JR,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
9646,IfcWall Stahl S355,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
9647,IfcWall Stahl S355J0,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
9648,IfcWall Stahl S355JR,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
9649,IfcWall Stahl S460,Stahlblech blank | Stahlprofil blank,Stahlblech blank | Stahlprofil blank,unchanged,non-empty
9650,IfcWall Stahl Spundwand auskragend,Baugrubensicherung Spundwand auskragend,Baugrubensicherung Spundwand auskragend,unchanged,non-empty
9651,IfcWall Stahl Spundwand auskragend S235,Baugrubensicherung Spundwand auskragend,Baugrubensicherung Spundwand auskragend,unchanged,non-empty
9652,IfcWall Stahl Spundwand auskragend S235J0,Baugrubensicherung Spundwand auskragend,Baugrubensicherung Spundwand auskragend,unchanged,non-empty
9653,IfcWall Stahl Spundwand auskragend S235JR,Baugrubensicherung Spundwand auskragend,Baugrubensicherung Spundwand auskragend,unchanged,non-empty
9654,IfcWall Stahl Spundwand auskragend S355,Baugrubensicherung Spundwand auskragend,Baugrubensicherung Spundwand auskragend,unchanged,non-empty
9655,IfcWall Stahl Spundwand auskragend S355J0,Baugrubensicherung Spundwand auskragend,Baugrubensicherung Spundwand auskragend,unchanged,non-empty
9656,IfcWall Stahl Spundwand auskragend S355JR,Baugrubensicherung Spundwand auskragend,Baugrubensicherung Spundwand auskragend,unchanged,non-empty
9657,IfcWall Stahl Spundwand auskragend S460,Baugrubensicherung Spundwand auskragend,Baugrubensicherung Spundwand auskragend,unchanged,non-empty
9658,IfcWall Stahl Spundwand gespriesst,Baugrubensicherung Spundwand gespriesst,Baugrubensicherung Spundwand gespriesst,unchanged,non-empty
9659,IfcWall Stahl Spundwand gespriesst S235,Baugrubensicherung Spundwand gespriesst,Baugrubensicherung Spundwand gespriesst,unchanged,non-empty
9660,IfcWall Stahl Spundwand gespriesst S235J0,Baugrubensicherung Spundwand gespriesst,Baugrubensicherung Spundwand gespriesst,unchanged,non-empty
9661,IfcWall Stahl Spundwand gespriesst S235JR,Baugrubensicherung Spundwand gespriesst,Baugrubensicherung Spundwand gespriesst,unchanged,non-empty
9662,IfcWall Stahl Spundwand gespriesst S355,Baugrubensicherung Spundwand gespriesst,Baugrubensicherung Spundwand gespriesst,unchanged,non-empty
9663,IfcWall Stahl Spundwand gespriesst S355J0,Baugrubensicherung Spundwand gespriesst,Baugrubensicherung Spundwand gespriesst,unchanged,non-empty
9664,IfcWall Stahl Spundwand gespriesst S355JR,Baugrubensicherung Spundwand gespriesst,Baugrubensicherung Spundwand gespriesst,unchanged,non-empty
9665,IfcWall Stahl Spundwand gespriesst S460,Baugrubensicherung Spundwand gespriesst,Baugrubensicherung Spundwand gespriesst,unchanged,non-empty
9666,IfcWall Stahl Spundwand verankert,Baugrubensicherung Spundwand verankert,Baugrubensicherung Spundwand verankert,unchanged,non-empty
9667,IfcWall Stahl Spundwand verankert S235,Baugrubensicherung Spundwand verankert,Baugrubensicherung Spundwand verankert,unchanged,non-empty
9668,IfcWall Stahl Spundwand verankert S235J0,Baugrubensicherung Spundwand verankert,Baugrubensicherung Spundwand verankert,unchanged,non-empty
9669,IfcWall Stahl Spundwand verankert S235JR,Baugrubensicherung Spundwand verankert,Baugrubensicherung Spundwand verankert,unchanged,non-empty
9670,IfcWall Stahl Spundwand verankert S355,Baugrubensicherung Spundwand verankert,Baugrubensicherung Spundwand verankert,unchanged,non-empty
9671,IfcWall Stahl Spundwand verankert S355J0,Baugrubensicherung Spundwand verankert,Baugrubensicherung Spundwand verankert,unchanged,non-empty
9672,IfcWall Stahl Spundwand verankert S355JR,Baugrubensicherung Spundwand verankert,Baugrubensicherung Spundwand verankert,unchanged,non-empty
9673,IfcWall Stahl Spundwand verankert S460,Baugrubensicherung Spundwand verankert,Baugrubensicherung Spundwand verankert,unchanged,non-empty
9674,IfcWall Stahlbeton,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
9675,IfcWall Stahlbeton Fertigteil,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
9676,IfcWall Stahlbeton INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9677,IfcWall Stahlbeton Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9678,IfcWall Stahlbeton PRECAST,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
9679,IfcWall Stahlbeton C20/25,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
9680,IfcWall Stahlbeton C20/25 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9681,IfcWall Stahlbeton C20/25 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
9682,IfcWall Stahlbeton C25/30,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
9683,IfcWall Stahlbeton C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9684,IfcWall Stahlbeton C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
9685,IfcWall Stahlbeton C30/37,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
9686,IfcWall Stahlbeton C30/37 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
9687,IfcWall Stahlbeton C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9688,IfcWall Stahlbeton C35/45,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
9689,IfcWall Stahlbeton C35/45 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
9690,IfcWall Stahlbeton C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9691,IfcWall Stahlbeton C40/50,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
9692,IfcWall Stahlbeton C40/50 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9693,IfcWall Stahlbeton C40/50 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
9694,IfcWall Stahlbeton Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
